,title,artist,year,bpm,energy,danceability,dB,liveness,valence,duration,acousticness,speechiness,popularity,genre
990,Just the Way You Are,Bruno Mars,2011,109,84,64,-5,9,43,221,2,4,78,pop
991,2U (feat. Justin Bieber),David Guetta,2018,145,61,53,-7,23,53,195,23,6,65,dance pop
992,I Don't Care (with Justin Bieber),Ed Sheeran,2019,102,68,80,-5,9,84,220,9,4,85,pop
993,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2019,95,79,75,-6,7,61,206,21,12,75,pop
994,Impossible,James Arthur,2013,170,70,38,-5,11,30,209,14,9,77,pop
995,You Lost Me,Christina Aguilera,2010,43,39,23,-6,14,7,257,85,4,56,dance pop
996,Mercy,Shawn Mendes,2017,148,66,56,-5,11,36,209,13,8,81,canadian pop
997,Work,Rihanna,2016,92,53,73,-6,9,56,219,8,9,78,barbadian pop
998,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2018,103,71,66,-4,8,74,175,3,5,82,dance pop
999,Younger Now,Miley Cyrus,2017,122,87,55,-5,14,33,249,0,6,62,dance pop
1000,Youth (feat. Khalid),Shawn Mendes,2018,100,60,53,-7,13,32,191,56,12,75,canadian pop
1001,Crying in the Club,Camila Cabello,2017,85,62,33,-6,16,60,216,33,38,75,dance pop
1002,Lose You To Love Me,Selena Gomez,2019,102,34,51,-9,21,9,206,58,4,97,dance pop
1003,Trampoline (with ZAYN),SHAED,2019,127,46,62,-6,14,50,184,56,3,92,electropop
1004,St Jude,Florence + The Machine,2015,117,43,26,-11,11,9,225,75,3,47,art pop
1005,Jealous - Remix,Nick Jonas,2015,93,71,68,-4,44,45,222,1,8,70,dance pop
1006,These Days,Rudimental,2018,92,81,65,-4,17,55,211,19,5,80,dance pop
1007,Pom Poms,Jonas Brothers,2013,148,98,68,-2,28,90,198,7,9,52,boy band
1008,Mirrors - Radio Edit,Justin Timberlake,2013,77,60,58,-6,43,65,277,14,5,60,dance pop
1009,Dear Future Husband,Meghan Trainor,2015,79,78,66,-5,32,83,184,38,19,72,dance pop
1010,Wake Me Up,Avicii,2013,124,78,53,-6,16,64,247,0,5,85,big room
1011,Made In The USA,Demi Lovato,2013,87,86,58,-4,32,59,196,0,4,60,dance pop
1012,Part Of Me,Katy Perry,2012,130,92,68,-5,7,77,216,0,4,71,dance pop
1013,I Like It,Cardi B,2018,136,73,82,-4,37,65,253,10,13,85,pop
1014,Young Girls,Bruno Mars,2014,126,75,56,-5,21,50,229,46,3,67,pop
1015,Love You Like A Love Song,Selena Gomez & The Scene,2012,117,68,86,-4,7,92,188,8,5,76,dance pop
1016,How Ya Doin'? (feat. Missy Elliott),Little Mix,2013,201,95,36,-3,37,51,211,9,48,50,dance pop
1017,Young Girls,Bruno Mars,2014,126,75,56,-5,21,50,229,46,3,67,pop
1018,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017,81,67,61,-4,17,81,289,6,4,77,dance pop
1019,Boyfriend,Justin Bieber,2012,97,55,72,-6,13,33,171,4,5,71,canadian pop
1020,Boom Boom,RedOne,2018,110,76,75,-8,20,58,248,0,5,53,moroccan pop
1021,Doesn't Mean Anything,Alicia Keys,2010,104,41,71,-7,10,10,273,4,3,57,hip pop
1022,Come Get It Bae,Pharrell Williams,2014,120,80,93,-6,10,90,202,27,8,59,dance pop
1023,Body Moves,DNCE,2017,102,69,65,-5,4,86,236,0,4,62,dance pop
1024,OMG (feat. will.i.am),Usher,2010,130,75,78,-6,36,33,269,20,3,72,atl hip hop
1025,PILLOWTALK,ZAYN,2016,125,70,59,-4,9,43,204,10,5,66,dance pop
1026,How Do You Sleep?,Sam Smith,2019,111,68,48,-5,8,35,202,15,9,93,pop
1027,Trumpets,Jason Derulo,2015,82,70,63,-5,10,64,217,56,24,69,dance pop
1028,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,2017,135,57,76,-9,20,14,261,2,13,67,art pop
1029,3,Britney Spears,2010,135,71,70,-2,14,79,213,5,5,62,dance pop
1030,Kill Em With Kindness,Selena Gomez,2016,120,88,76,-5,10,40,218,1,4,70,dance pop
1031,No Vacancy (with Sebastián Yatra),OneRepublic,2017,100,76,69,-4,14,59,223,8,4,57,dance pop
1032,Perfect,One Direction,2015,100,82,65,-5,12,40,230,6,8,55,boy band
1033,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,2011,128,76,72,-4,32,62,201,1,5,76,pop
1034,Stay,Zedd,2017,102,62,69,-5,12,54,210,25,6,80,complextro
1035,Move,Little Mix,2013,121,74,85,-5,55,77,224,0,9,63,dance pop
1036,Mi Gente (feat. Beyoncé),J Balvin,2018,105,72,76,-6,23,47,210,2,8,68,latin
1037,Jealous - Remix,Nick Jonas,2015,93,71,68,-4,44,45,222,1,8,70,dance pop
1038,Walk On Water (feat. Beyoncé),Eminem,2018,82,44,48,-10,64,62,304,81,24,65,detroit hip hop
1039,What the Hell,Avril Lavigne,2011,150,93,58,-4,14,88,221,0,5,74,canadian pop
1040,Clarity,Zedd,2013,128,78,51,-3,7,18,271,4,7,75,complextro
1041,WTF (Where They From),Missy Elliott,2016,120,82,93,-3,6,56,193,2,20,58,dance pop
1042,Cake By The Ocean,DNCE,2016,119,75,77,-5,4,90,219,15,5,81,dance pop
1043,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015,190,61,26,-7,13,28,253,25,5,79,dance pop
1044,Please Don't Go,Mike Posner,2011,120,88,70,-4,13,66,197,0,3,63,dance pop
1045,Cruel (feat. ZAYN),Snakehips,2016,110,88,60,-4,16,32,228,2,12,63,dance pop
1046,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2015,123,89,76,-5,62,78,189,2,3,58,french indie pop
1047,Spark The Fire,Gwen Stefani,2015,120,80,88,-4,20,54,202,8,6,39,dance pop
1048,Mmm Yeah (feat. Pitbull),Austin Mahone,2014,126,92,71,-4,27,98,232,0,4,65,dance pop
1049,Give It 2 U,Robin Thicke,2013,127,83,67,-4,16,58,230,10,7,41,dance pop
1050,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019,96,89,67,-3,74,48,159,30,6,90,escape room
1051,Someone You Loved,Lewis Capaldi,2019,110,41,50,-6,11,45,182,75,3,96,pop
1052,I Lived,OneRepublic,2015,120,85,59,-5,27,34,235,7,4,67,dance pop
1053,Worth It,Fifth Harmony,2015,100,77,88,-4,12,59,225,6,9,75,dance pop
1054,Only Girl (In The World),Rihanna,2010,126,72,79,-4,7,61,235,13,4,73,barbadian pop
1055,Blame,Calvin Harris,2015,128,86,41,-4,34,35,213,3,8,76,dance pop
1056,Love The Way You Lie,Eminem,2010,87,93,75,-5,52,64,263,24,23,82,detroit hip hop
1057,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2014,128,74,60,-3,9,46,217,11,4,64,complextro
1058,Lips Are Movin,Meghan Trainor,2015,139,83,78,-5,11,95,183,5,5,68,dance pop
1059,Just the Way You Are,Bruno Mars,2011,109,84,64,-5,9,43,221,2,4,78,pop
1060,Malibu,Miley Cyrus,2017,140,78,57,-6,8,34,232,8,6,78,dance pop
1061,Company,Justin Bieber,2015,95,80,59,-5,8,43,208,13,6,72,canadian pop
1062,Drip (feat. Migos),Cardi B,2018,130,59,97,-8,8,27,264,5,26,45,pop
1063,Maps,Maroon 5,2014,120,71,74,-6,6,88,190,2,3,78,pop
1064,Good Life,OneRepublic,2011,95,69,63,-8,13,65,253,8,5,72,dance pop
1065,Hands To Myself,Selena Gomez,2016,111,50,81,-7,34,47,201,1,12,71,dance pop
1066,Work Bitch,Britney Spears,2013,128,82,63,-7,7,85,248,16,16,71,dance pop
1067,Alejandro,Lady Gaga,2010,99,80,63,-7,36,37,274,0,5,69,dance pop
1068,Find U Again (feat. Camila Cabello),Mark Ronson,2019,104,66,61,-7,20,16,176,1,3,75,dance pop
1069,All The Right Moves,OneRepublic,2010,146,95,53,-4,28,65,238,26,5,65,dance pop
1070,Paradise,Coldplay,2012,140,59,45,-7,8,20,279,5,3,79,permanent wave
1071,Monster,Kanye West,2011,125,69,63,-6,67,10,379,0,20,73,chicago rap
1072,Mr. Put It Down,Ricky Martin,2015,128,78,80,-6,4,83,196,1,18,42,dance pop
1073,"Let It Go - From ""Frozen / Single Version",Demi Lovato,2014,140,66,50,-6,27,25,226,3,4,63,dance pop
1074,Titanium (feat. Sia),David Guetta,2012,126,79,60,-4,13,30,245,7,10,80,dance pop
1075,Anaconda,Nicki Minaj,2014,130,60,96,-6,21,65,260,7,18,50,dance pop
1076,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,2015,86,73,60,-4,33,53,193,24,15,72,dance pop
1077,Scars To Your Beautiful,Alessia Cara,2016,97,74,57,-6,11,45,230,3,13,79,canadian contemporary r&b
1078,Let Me Be Your Lover,Enrique Iglesias,2015,112,90,72,-4,6,88,238,1,13,34,dance pop
1079,Misery,Maroon 5,2010,103,81,70,-5,22,73,216,0,4,65,pop
1080,Die Young,Kesha,2013,128,70,71,-5,22,80,212,0,5,75,dance pop
1081,Marry You,Bruno Mars,2011,145,83,62,-5,10,48,230,33,4,73,pop
1082,Confident,Demi Lovato,2016,130,75,59,-6,9,34,206,0,7,75,dance pop
1083,Bang My Head (feat. Sia & Fetty Wap),David Guetta,2015,108,87,60,-4,10,59,193,5,8,54,dance pop
1084,Shout Out to My Ex,Little Mix,2016,126,75,77,-4,11,80,246,2,9,77,dance pop
1085,When We Were Young,Adele,2016,144,59,38,-6,9,27,291,35,5,58,british soul
1086,Capital Letters,Hailee Steinfeld,2018,100,81,66,-6,5,46,219,3,8,76,dance pop
1087,Anywhere,Rita Ora,2018,107,80,63,-4,10,32,215,4,6,74,dance pop
1088,Starships,Nicki Minaj,2012,125,72,75,-2,25,75,211,14,8,73,dance pop
1089,Love,Lana Del Rey,2017,99,37,53,-11,11,23,273,49,3,72,art pop
1090,Company,Justin Bieber,2016,95,80,59,-5,8,43,208,13,6,72,canadian pop
1091,We Found Love,Rihanna,2011,128,77,73,-4,11,60,215,3,4,61,barbadian pop
1092,Out Of The Woods,Taylor Swift,2016,92,84,55,-7,34,34,236,0,4,66,pop
1093,Best Thing I Never Had,Beyoncé,2011,99,65,55,-4,9,30,254,14,3,73,dance pop
1094,Don't Be A Fool,Shawn Mendes,2016,175,34,47,-6,10,27,216,60,4,65,canadian pop
1095,The One That Got Away,Katy Perry,2012,134,80,69,-4,16,88,227,0,4,67,dance pop
1096,Firework,Katy Perry,2011,124,83,64,-5,11,65,228,14,5,25,dance pop
1097,Don't Call Me Up,Mabel,2019,99,88,67,-3,8,23,178,30,15,86,dance pop
1098,Animals,Maroon 5,2015,190,74,28,-6,59,33,231,0,9,76,pop
1099,Rock That Body,The Black Eyed Peas,2010,125,91,72,-6,43,84,269,2,10,59,dance pop
1100,Heartbeat Song,Kelly Clarkson,2015,149,80,49,-4,6,48,199,1,5,69,dance pop
1101,Shout Out to My Ex,Little Mix,2016,126,75,77,-4,11,80,246,2,9,77,dance pop
1102,Someone Like You,Adele,2011,135,33,56,-8,10,28,285,89,3,80,british soul
1103,Supernova,Ansel Elgort,2018,140,62,77,-5,21,68,191,6,10,72,dance pop
1104,Keeping Your Head Up,Birdy,2016,122,78,60,-5,19,53,208,16,5,52,neo mellow
1105,Touch (feat. Kid Ink),Little Mix,2017,102,75,64,-4,49,53,203,4,11,59,dance pop
1106,Giant (with Rag'n'Bone Man),Calvin Harris,2019,122,89,81,-4,8,61,229,2,4,84,dance pop
1107,Starships,Nicki Minaj,2012,125,72,75,-2,25,75,211,14,8,73,dance pop
1108,NO,Meghan Trainor,2016,92,80,56,-4,74,65,214,1,22,70,dance pop
1109,We R Who We R,Kesha,2011,120,82,74,-5,12,65,205,1,4,72,dance pop
1110,Elastic Heart,Sia,2015,130,79,42,-5,15,50,257,1,5,73,australian dance
1111,Sorry,Justin Bieber,2015,100,76,65,-4,30,41,201,8,5,81,canadian pop
1112,Slow Hands,Niall Horan,2017,86,42,74,-7,6,85,188,1,5,64,dance pop
1113,We Are Never Ever Getting Back Together,Taylor Swift,2013,86,68,63,-6,12,75,193,1,9,75,pop
1114,1+1,Beyoncé,2011,63,38,30,-7,7,26,274,38,3,60,dance pop
1115,The One That Got Away,Katy Perry,2012,134,80,69,-4,16,88,227,0,4,67,dance pop
1116,Only Girl (In The World),Rihanna,2010,126,72,79,-4,7,61,235,13,4,73,barbadian pop
1117,Baby,Justin Bieber,2010,65,86,73,-5,11,54,214,4,14,77,canadian pop
1118,Written in the Stars (feat. Eric Turner),Tinie Tempah,2010,91,95,64,-4,18,57,220,6,7,52,dance pop
1119,My House,Flo Rida,2015,94,70,69,-5,13,74,192,2,5,77,dance pop
1120,Something Just Like This,The Chainsmokers,2017,103,65,61,-7,17,51,248,3,4,78,electropop
1121,Good Time,Owl City,2012,126,87,56,-4,37,68,206,2,14,73,pop
1122,Dark Horse,Katy Perry,2014,132,59,65,-6,17,35,216,0,5,78,dance pop
1123,Higher,Carly Rae Jepsen,2016,114,87,65,-5,37,44,234,1,6,46,canadian pop
1124,Want to Want Me,Jason Derulo,2015,114,68,78,-6,11,66,208,1,6,77,dance pop
1125,On My Mind,Ellie Goulding,2015,155,71,70,-7,9,74,213,26,5,65,dance pop
1126,Youth (feat. Khalid),Shawn Mendes,2018,100,60,53,-7,13,32,191,56,12,75,canadian pop
1127,Foolish Games,Jewel,2013,132,34,51,-11,12,7,250,23,3,36,alaska indie
1128,Mama,Jonas Blue,2017,104,79,74,-4,5,57,184,10,4,75,dance pop
1129,Castle Walls (feat. Christina Aguilera),T.I.,2011,80,86,45,-5,26,58,329,7,39,49,atl hip hop
1130,Run Run Run,Kelly Clarkson,2015,112,37,28,-7,11,8,273,45,4,36,dance pop
1131,Rude,MAGIC!,2014,144,76,77,-5,31,93,225,4,4,79,pop
1132,Really Don't Care,Demi Lovato,2015,121,73,71,-4,19,85,202,12,9,70,dance pop
1133,Monster,Kanye West,2011,125,69,63,-6,67,10,379,0,20,73,chicago rap
1134,First Time,Kygo,2017,90,59,63,-7,10,68,194,20,11,71,edm
1135,The Hills,The Weeknd,2016,113,56,58,-7,14,14,242,7,5,84,canadian contemporary r&b
1136,Don't Let Me Down,The Chainsmokers,2016,160,87,53,-5,14,42,208,16,17,81,electropop
1137,Señorita,Shawn Mendes,2019,117,54,76,-6,9,75,191,4,3,95,canadian pop
1138,Filthy,Justin Timberlake,2018,97,58,75,-6,25,65,294,4,14,62,dance pop
1139,#thatPOWER,will.i.am,2013,128,61,80,-6,7,40,280,0,6,68,dance pop
1140,Latch,Disclosure,2014,122,73,50,-5,9,52,256,2,17,72,house
1141,Without You (feat. Usher),David Guetta,2011,128,61,61,-4,16,40,208,23,3,68,dance pop
1142,Kissing Strangers - Remix,DNCE,2017,120,77,76,-6,8,81,202,8,5,43,dance pop
1143,#SELFIE,The Chainsmokers,2014,128,92,79,-3,8,66,184,1,25,65,electropop
1144,Shape of You,Ed Sheeran,2017,96,65,83,-3,9,93,234,58,8,87,pop
1145,I'm Not The Only One,Sam Smith,2015,82,49,68,-6,8,49,239,53,4,84,pop
1146,Naturally,Selena Gomez & The Scene,2010,133,90,61,-5,5,88,203,2,5,64,dance pop
1147,Blown,DNCE,2016,130,95,63,-5,10,73,197,0,4,48,dance pop
1148,Never Forget You,Zara Larsson,2015,146,73,58,-6,27,28,213,0,5,77,dance pop
1149,I Got You,Bebe Rexha,2016,98,89,61,-5,9,32,192,5,5,64,dance pop
1150,Genie In a Bottle,Christina Aguilera,2015,176,80,63,-7,14,91,218,21,16,72,dance pop
1151,Rise,Katy Perry,2016,101,64,55,-6,11,44,203,5,5,66,dance pop
1152,3,Britney Spears,2010,135,71,70,-2,14,79,213,5,5,62,dance pop
1153,Best Thing I Never Had,Beyoncé,2011,99,65,55,-4,9,30,254,14,3,73,dance pop
1154,Hurts,Emeli Sandé,2016,106,64,58,-8,15,18,238,2,3,57,dance pop
1155,Love Me Harder,Ariana Grande,2015,99,71,47,-4,8,24,236,1,3,76,dance pop
1156,This Is What You Came For,Calvin Harris,2016,124,93,63,-3,15,47,222,20,3,80,dance pop
1157,Chandelier,Sia,2014,174,78,29,-3,7,62,216,2,7,56,australian dance
1158,Sexy Bitch (feat. Akon),David Guetta,2010,130,63,81,-5,13,80,196,8,5,61,dance pop
1159,Fancy,Iggy Azalea,2014,95,72,91,-4,5,38,200,9,7,70,australian hip hop
1160,Messin' Around,Pitbull,2017,158,81,57,-5,4,78,223,2,5,51,dance pop
1161,Animal,Neon Trees,2010,148,83,48,-6,38,74,212,0,4,65,indie pop
1162,Beneath Your Beautiful,Labrinth,2013,84,52,56,-6,10,23,272,23,4,70,pop
1163,You're Mine (Eternal),Mariah Carey,2014,149,58,63,-7,38,56,224,28,7,38,dance pop
1164,My House,Flo Rida,2015,94,70,69,-5,13,74,192,2,5,77,dance pop
1165,Kill Em With Kindness,Selena Gomez,2016,120,88,76,-5,10,40,218,1,4,70,dance pop
1166,human,Christina Perri,2014,144,49,44,-6,11,25,251,13,4,68,dance pop
1167,Let Me Be Your Lover,Enrique Iglesias,2015,112,90,72,-4,6,88,238,1,13,34,dance pop
1168,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,105,59,80,-6,6,59,214,10,4,79,dance pop
1169,Party Rock Anthem,LMFAO,2011,130,74,75,-4,27,35,262,2,16,72,dance pop
1170,No Vacancy (with Sebastián Yatra),OneRepublic,2017,100,76,69,-4,14,59,223,8,4,57,dance pop
1171,Baby,Justin Bieber,2010,65,86,73,-5,11,54,214,4,14,77,canadian pop
1172,Take It Off,Kesha,2010,125,68,73,-5,9,74,215,0,3,66,dance pop
1173,Sugar,Maroon 5,2015,120,79,75,-7,9,88,235,6,3,81,pop
1174,Wrecking Ball,Miley Cyrus,2013,120,42,53,-6,11,35,221,41,3,77,dance pop
1175,Invading My Mind,Jennifer Lopez,2011,129,88,73,-4,32,69,201,2,7,31,dance pop
1176,All Around The World (La La La),R3HAB,2019,125,86,73,-5,11,52,148,48,3,82,big room
1177,Sheezus,Lily Allen,2014,130,50,78,-7,11,39,235,15,4,37,dance pop
1178,Heartbeat Song,Kelly Clarkson,2015,149,80,49,-4,6,48,199,1,5,69,dance pop
1179,It Will Rain,Bruno Mars,2012,150,84,58,-7,8,48,258,34,5,38,pop
1180,Bad At Love,Halsey,2018,118,75,68,-4,9,61,181,6,3,78,dance pop
1181,Imma Be,The Black Eyed Peas,2010,92,52,60,-7,31,41,258,18,37,62,dance pop
1182,Made In The USA,Demi Lovato,2013,87,86,58,-4,32,59,196,0,4,60,dance pop
1183,Grenade,Bruno Mars,2011,110,56,71,-7,12,23,223,15,6,75,pop
1184,Problem,Ariana Grande,2014,103,81,66,-5,16,63,194,2,15,75,dance pop
1185,Booty,Jennifer Lopez,2015,129,95,71,-4,26,40,210,0,5,64,dance pop
1186,Cut To The Feeling,Carly Rae Jepsen,2017,115,91,71,-3,30,65,208,1,6,69,canadian pop
1187,Rich Boy,Galantis,2017,110,90,74,-2,8,65,184,7,5,55,big room
1188,"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,160,82,65,-5,9,96,233,22,18,79,dance pop
1189,Love The Way You Lie,Eminem,2010,87,93,75,-5,52,64,263,24,23,82,detroit hip hop
1190,Let Her Go,Passenger,2014,75,54,51,-7,10,24,253,39,6,77,folk-pop
1191,Just the Way You Are,Bruno Mars,2010,109,84,64,-5,9,43,221,2,4,78,pop
1192,Bound To You - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,2010,164,41,29,-5,13,7,264,83,3,61,dance pop
1193,Heart Attack,Demi Lovato,2013,174,79,50,-5,24,50,211,7,10,76,dance pop
1194,Confident,Demi Lovato,2016,130,75,59,-6,9,34,206,0,7,75,dance pop
1195,Bloodstream,Ed Sheeran,2015,89,59,48,-6,6,27,309,20,5,52,pop
1196,The One That Got Away,Katy Perry,2012,134,80,69,-4,16,88,227,0,4,67,dance pop
1197,Clarity,Zedd,2013,128,78,51,-3,7,18,271,4,7,75,complextro
1198,Take Back the Night,Justin Timberlake,2013,107,66,59,-5,64,33,353,4,16,54,dance pop
1199,Lay It All on Me,Rudimental,2015,123,75,67,-7,19,48,242,14,4,62,dance pop
1200,Misery,Maroon 5,2010,103,81,70,-5,22,73,216,0,4,65,pop
1201,Strip That Down (feat. Quavo),Liam Payne,2017,106,50,87,-5,8,55,202,20,5,69,dance pop
1202,"Hold On, We're Going Home",Drake,2013,100,41,77,-7,7,29,228,0,10,73,canadian hip hop
1203,Boom Clap - From the Motion Picture Das Schicksal ist ein mieser Verräter,Charli XCX,2014,92,81,68,-4,34,64,169,7,6,50,candy pop
1204,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,2015,86,73,60,-4,33,53,193,24,15,72,dance pop
1205,Slow Hands,Niall Horan,2017,86,42,74,-7,6,85,188,1,5,64,dance pop
1206,Heart Attack,Demi Lovato,2013,174,79,50,-5,24,50,211,7,10,76,dance pop
1207,Closer,The Chainsmokers,2017,95,52,75,-6,11,66,245,41,3,86,electropop
1208,Anywhere,Rita Ora,2018,107,80,63,-4,10,32,215,4,6,74,dance pop
1209,Heart Attack,Demi Lovato,2013,174,79,50,-5,24,50,211,7,10,76,dance pop
1210,I Really Like You,Carly Rae Jepsen,2015,122,81,62,-5,22,60,205,1,4,66,canadian pop
1211,Lose You To Love Me,Selena Gomez,2019,102,34,51,-9,21,9,206,58,4,97,dance pop
1212,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,2015,110,61,83,-4,29,71,293,9,7,70,dance pop
1213,Same Old Love,Selena Gomez,2015,98,59,67,-4,21,44,229,2,3,69,dance pop
1214,First Time,Kygo,2018,90,59,63,-7,10,68,194,20,11,71,edm
1215,Dance Again,Jennifer Lopez,2012,128,86,79,-5,10,71,237,2,7,66,dance pop
1216,Sugar,Maroon 5,2015,120,79,75,-7,9,88,235,6,3,81,pop
1217,Only Love Can Hurt Like This,Paloma Faith,2015,91,89,57,-5,33,31,233,10,8,69,british soul
1218,Love Me Harder,Ariana Grande,2015,99,71,47,-4,8,24,236,1,3,76,dance pop
1219,Cheers (Drink To That),Rihanna,2011,80,91,58,-4,29,73,262,2,4,58,barbadian pop
1220,Up,Olly Murs,2015,115,85,69,-5,10,64,224,2,3,69,dance pop
1221,Sorry Not Sorry,Demi Lovato,2018,144,64,71,-7,26,89,204,2,23,81,dance pop
1222,Don't You Worry Child - Radio Edit,Swedish House Mafia,2013,129,84,61,-3,12,44,213,11,5,78,big room
1223,Body Moves,DNCE,2017,102,69,65,-5,4,86,236,0,4,62,dance pop
1224,Rolling in the Deep,Adele,2011,105,76,73,-5,5,52,228,13,3,76,british soul
1225,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,2015,110,61,83,-4,29,71,293,9,7,70,dance pop
1226,I Want You To Know,Zedd,2015,130,85,58,-3,14,37,240,1,6,68,complextro
1227,Only Human,Jonas Brothers,2019,94,50,80,-6,6,87,183,11,7,87,boy band
1228,Yeah 3x,Chris Brown,2011,130,88,71,-3,9,70,242,0,4,69,dance pop
1229,Jar of Hearts,Christina Perri,2011,75,35,35,-6,12,9,247,73,3,50,dance pop
1230,In the Name of Love,Martin Garrix,2016,134,52,50,-6,45,17,196,11,4,81,big room
1231,Telephone,Lady Gaga,2010,122,83,83,-6,11,71,221,1,4,73,dance pop
1232,The Hills,The Weeknd,2015,113,56,58,-7,14,14,242,7,5,84,canadian contemporary r&b
1233,Right Now - Dyro Radio Edit,Rihanna,2013,130,74,53,-6,24,45,186,0,4,42,barbadian pop
1234,Move,Little Mix,2013,121,74,85,-5,55,77,224,0,9,63,dance pop
1235,IDGAF,Dua Lipa,2018,97,54,84,-6,8,51,218,4,9,84,dance pop
1236,Telephone,Lady Gaga,2010,122,83,83,-6,11,71,221,1,4,73,dance pop
1237,Wherever I Go,OneRepublic,2016,100,69,55,-6,27,35,170,9,4,66,dance pop
1238,Mi Gente (feat. Beyoncé),J Balvin,2018,105,72,76,-6,23,47,210,2,8,68,latin
1239,The Greatest,Sia,2017,192,73,67,-6,6,73,210,1,27,76,australian dance
1240,Angel,Fifth Harmony,2017,124,53,74,-6,35,13,189,0,4,59,dance pop
1241,Crazy Kids (feat. will.i.am),Kesha,2013,128,75,72,-4,13,50,229,4,4,46,dance pop
1242,"Hold On, We're Going Home",Drake,2013,100,41,77,-7,7,29,228,0,10,73,canadian hip hop
1243,Love Runs Out,OneRepublic,2014,120,93,72,-4,8,74,225,17,6,66,dance pop
1244,Starving,Hailee Steinfeld,2016,100,62,73,-4,11,51,182,38,6,78,dance pop
1245,Picky - Remix,Joey Montana,2016,186,81,70,-3,37,69,225,9,7,29,latin
1246,Mark My Words,Justin Bieber,2015,114,26,38,-9,17,52,134,88,3,63,canadian pop
1247,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,2012,90,80,65,-3,27,80,211,3,10,54,dance pop
1248,The Way,Ariana Grande,2013,82,88,65,-3,8,86,227,29,11,68,dance pop
1249,For You (With Rita Ora),Liam Payne,2018,113,80,54,-5,42,18,243,2,3,67,dance pop
1250,Pompeii,Bastille,2014,127,72,68,-6,27,57,214,8,4,73,metropopolis
1251,Angel,Fifth Harmony,2017,124,53,74,-6,35,13,189,0,4,59,dance pop
1252,#Beautiful,Mariah Carey,2013,107,76,68,-5,31,45,200,29,4,51,dance pop
1253,Empire State of Mind (Part II) Broken Down,Alicia Keys,2010,93,37,48,-8,12,14,216,74,3,76,hip pop
1254,Give Me Everything,Pitbull,2011,129,94,67,-3,30,53,252,19,16,79,dance pop
1255,I Lived,OneRepublic,2015,120,85,59,-5,27,34,235,7,4,67,dance pop
1256,True Colors,Zedd,2016,126,79,57,-3,10,49,225,40,4,51,complextro
1257,Tired,Alan Walker,2017,124,88,69,-4,15,49,192,4,6,70,electro house
1258,Locked Out of Heaven,Bruno Mars,2012,144,70,73,-4,31,87,233,5,4,79,pop
1259,How Ya Doin'? (feat. Missy Elliott),Little Mix,2013,201,95,36,-3,37,51,211,9,48,50,dance pop
1260,Just Give Me a Reason (feat. Nate Ruess),P!nk,2013,95,55,78,-7,13,44,243,35,5,81,dance pop
1261,International Love,Pitbull,2012,120,86,67,-3,34,65,227,1,5,72,dance pop
1262,Someone You Loved,Lewis Capaldi,2019,110,41,50,-6,11,45,182,75,3,96,pop
1263,MOVE TO MIAMI,Enrique Iglesias,2018,100,87,76,-4,7,90,169,3,5,64,dance pop
1264,Don't Call Me Up,Mabel,2019,99,88,67,-3,8,23,178,30,15,86,dance pop
